,0,1,2,3
259,-21.7947846,-5.9703553,10.9721198,-1.076927
260,-22.9472547,-5.9975885,10.6864732,-1.018128
261,-24.2033272,-6.0802751,10.519626,-0.9587887
262,-25.5575856,-6.2291588,10.4760726,-0.8983008
263,-27.0022731,-6.4559946,10.5645629,-0.835945
264,-28.5260017,-6.7748954,10.7986742,-0.7708737
265,-30.1118396,-7.2034978,11.1976603,-0.7020815
266,-31.7345308,-7.7639815,11.7874678,-0.6283646
267,-33.3564836,-8.483795,12.6016826,-0.5482715
268,-34.9220693,-9.3956245,13.6818703,-0.4600494
269,-36.3497925,-10.5355751,15.0761771,-0.3615988
270,-37.5223279,-11.937555,16.8339918,-0.250463
271,-38.2759118,-13.6204801,18.9928961,-0.1239061
272,-38.3943227,-15.5638134,21.5526794,0.020826
273,-37.6198003,-17.6687767,24.4325552,0.1859281
274,-35.7016488,-19.7131982,27.4180922,0.3720234
275,-32.5003084,-21.3327257,30.1300131,0.5767901
276,-28.1256571,-22.0860085,32.0752778,0.7937736
277,-23.0134462,-21.6327918,32.8178272,1.0124321
278,-17.823559,-19.9362061,32.1912326,1.2202143
279,-13.1815205,-17.3129702,30.3797781,1.4060241
280,-9.4544535,-14.2717729,27.7950263,1.5630795
281,-6.7100457,-11.2838776,24.8711273,1.6896605
282,-4.8193202,-8.6502465,21.9324703,1.7879616
283,-3.5822823,-6.4938125,19.1679579,1.8622688
284,-2.8080085,-4.8149339,16.6629019,1.9174315
285,-2.3460212,-3.551986,14.4403027,1.9579491
286,-2.0892746,-2.6235129,12.491435,1.9875787
287,-1.966136,-1.9508908,10.7938865,2.0092645
288,-1.9305007,-1.4676798,9.3208724,2.0252212
289,-1.9534721,-1.1216744,8.0455962,2.0370702
290,-2.0173062,-0.8736389,6.9430894,2.0459773
291,-2.1113218,-0.6949238,5.990853,2.0527712
292,-2.2292565,-0.5650099,5.1689582,2.0580365
293,-2.3676033,-0.4693904,4.4599185,2.0621844
294,-2.5245822,-0.3978984,3.8484743,2.0655039
295,-2.6995122,-0.343447,3.3213551,2.0681987
296,-2.8924316,-0.3011114,2.8670468,2.070413
297,-3.1038687,-0.2674725,2.4755753,2.0722497
298,-3.3347062,-0.2401542,2.1383111,2.0737834
299,-3.5861012,-0.2175013,1.8477946,2.0750684
300,-3.85944,-0.1983554,1.5975829,2.0761452
